Original_Index,Split_Set,Weekly_Sales
2387,Validation,777207.3
2388,Test,1198104.22
2389,Test,873576.96
2390,Train,809272.65
2391,Validation,769522.33
2392,Validation,864852.85
2393,Validation,880165.7
2394,Train,927084.65
2395,Validation,843864.43
2396,Validation,856178.47
2397,Validation,860224.98
2398,Validation,853136.46
2399,Test,851762.28
2400,Validation,872469.03
2401,Train,986922.62
2402,Train,877055.32
2403,Validation,1119979.98
2404,Test,925916.65
2405,Validation,930121.14
2406,Test,944100.3
2407,Test,968816.33
2408,Validation,984881.59
2409,Validation,938914.28
2410,Test,987990.24
2411,Train,964169.67
2412,Test,981210.57
2413,Train,982322.24
2414,Train,1046782.52
2415,Test,960746.04
2416,Validation,944698.7
2417,Train,907493.24
2418,Test,877813.33
2419,Validation,849074.04
2420,Train,844928.17
2421,Train,924299.78
2422,Validation,865924.2
2423,Validation,1255633.29
2424,Validation,1071040.22
2425,Validation,938303.28
2426,Validation,972716.24
2427,Validation,952609.17
2428,Train,919878.34
2429,Validation,957356.84
2430,Train,943465.29
2431,Validation,1205307.5
2432,Train,1187880.7
2433,Validation,1150663.42
2434,Validation,1068157.45
2435,Train,1179738.5
2436,Test,1138800.32
2437,Validation,1087507.47
2438,Validation,1092704.09
2439,Train,1254107.84
2440,Validation,1174447.55
2441,Test,1135577.62
2442,Validation,1132433.55
2443,Validation,1060446.16
2444,Validation,1222255.47
2445,Test,1092616.49
2446,Validation,1101621.36
2447,Train,1256282.79
2448,Train,1271311.76
2449,Validation,1173521.82
2450,Validation,1183225.92
2451,Validation,1220983.17
2452,Validation,1257928.35
2453,Test,1171391.41
2454,Validation,1115514.61
2455,Validation,1032908.23
2456,Validation,1078557.62
2457,Test,1166117.85
2458,Test,1084722.78
2459,Validation,1141860.67
2460,Validation,1214302.76
2461,Validation,1187359.77
2462,Test,1011201.12
2463,Validation,997998.21
2464,Test,950862.92
2465,Test,948977.5
2466,Train,1107432.71
2467,Validation,1029618.1
2468,Train,1052120.43
2469,Validation,1038576.54
2470,Validation,1089530.94
2471,Test,1081322.12
2472,Validation,1045722.37
2473,Validation,1653759.36
2474,Train,1211026.13
2475,Validation,1416168.98
2476,Test,1588430.71
2477,Train,2027507.15
2478,Validation,887907.01
2479,Train,933960.3
2480,Test,777175.28
2481,Validation,891148.55
2482,Train,849540.85
2483,Validation,1055841.24
2484,Test,1122053.58
2485,Validation,1095058.57
2486,Train,1005983.31
2487,Train,1063310.62
2488,Validation,1002714.25
2489,Validation,945889.59
2490,Train,944523.3
2491,Validation,938083.17
2492,Validation,1018541.3
2493,Validation,988157.72
2494,Validation,1105860.06
2495,Validation,974114.39
2496,Validation,1065427.37
2497,Validation,993172.98
2498,Test,994610.43
2499,Validation,1065214.14
2500,Validation,1178039.0
2501,Validation,1044079.2
2502,Validation,1045859.39
2503,Validation,1056478.65
2504,Validation,1087051.26
2505,Test,1048802.62
2506,Validation,974916.13
2507,Validation,991262.46
2508,Train,954148.64
2509,Test,1002806.39
2510,Validation,928470.83
2511,Validation,932679.79
2512,Validation,1147906.46
2513,Validation,540922.94
2514,Validation,951549.61
2515,Validation,845715.37
2516,Test,853073.17
2517,Validation,847348.08
2518,Validation,1019741.1
2519,Test,953533.95
2520,Validation,1048212.62
2521,Validation,1106642.63
2522,Validation,1100625.06
2523,Test,1079931.63
2524,Train,1056992.18
2525,Validation,1624170.99
2526,Test,1188047.61
2527,Validation,1368471.23
2528,Validation,1516924.23
2529,Train,1882393.4
2530,Train,1010562.49
2531,Test,977286.07
2532,Validation,890130.25
2533,Validation,937522.77
2534,Test,825584.22
2535,Validation,1049772.04
2536,Train,1161615.51
2537,Validation,1115985.81
2538,Validation,1037861.11
2539,Train,1047178.91
2540,Validation,1084894.47
2541,Validation,1022018.43
2542,Test,1031139.3
2543,Validation,1009121.2
2544,Validation,1200815.3
2545,Validation,998443.5
2546,Validation,1025813.8
2547,Train,961186.23
2548,Train,1050027.89
2549,Test,1060433.1
2550,Train,1047444.59
2551,Validation,1088446.58
2552,Test,1118313.7
2553,Validation,1110479.94
2554,Validation,1057425.83
2555,Validation,1080357.89
2556,Validation,1097006.3
2557,Validation,1158247.31
2558,Validation,1024784.92
2559,Validation,1033543.56
2560,Validation,924506.26
2561,Validation,1052066.58
2562,Validation,967304.07
2563,Train,1048134.24
2564,Validation,1145840.91
2565,Train,1117097.23
2566,Validation,1083521.24
2567,Validation,960476.1
2568,Validation,971386.65
2569,Test,1002856.2
2570,Train,1092204.79
2571,Validation,1074079.0
2572,Test,1048706.75
2573,Validation,1127516.25
2574,Test,1507637.17
2575,Test,1536549.95
2576,Validation,1515976.11
2577,Test,1373270.06
2578,Validation,1495844.57
2579,Validation,1467889.2
2580,Validation,1332940.35
2581,Validation,1427023.45
2582,Test,1642970.27
2583,Validation,1489613.32
2584,Test,1460354.67
2585,Test,1456793.33
2586,Validation,1405065.57
2587,Validation,1566219.77
2588,Validation,1437319.45
2589,Test,1377716.17
2590,Validation,1648882.62
2591,Validation,1519013.49
2592,Train,1410683.94
2593,Validation,1457314.39
2594,Validation,1450407.32
2595,Train,1549018.68
2596,Validation,1577541.24
2597,Train,1412157.02
2598,Test,1372043.71
2599,Validation,1366395.96
2600,Test,1492060.89
2601,Validation,1418027.08
2602,Train,1419383.19
2603,Train,1557888.16
2604,Train,1623519.64
2605,Validation,1591453.39
2606,Validation,1386789.31
2607,Validation,1318343.58
2608,Validation,1379456.3
2609,Validation,1428960.72
2610,Validation,1369317.63
2611,Validation,1357154.71
2612,Validation,1404576.48
2613,Train,1435379.25
2614,Validation,1490235.86
2615,Test,1377593.1
2616,Train,1993367.83
2617,Train,1615987.96
2618,Test,1799070.98
2619,Test,1911967.44
2620,Train,2678206.42
2621,Validation,1275146.94
2622,Test,1224175.99
2623,Validation,1181204.53
2624,Validation,1212967.84
2625,Validation,1284185.49
2626,Validation,1370562.11
2627,Test,1430851.11
2628,Validation,1457270.16
2629,Validation,1296658.47
2630,Validation,1433569.44
2631,Train,1351450.43
2632,Train,1257972.37
2633,Test,1266564.94
2634,Validation,1305950.22
2635,Validation,1419911.91
2636,Validation,1392093.04
2637,Validation,1514288.82
2638,Test,1297237.7
2639,Validation,1451953.95
2640,Test,1429143.06
2641,Test,1355234.3
2642,Test,1388553.11
2643,Validation,1457345.75
2644,Validation,1467473.63
2645,Validation,1418973.62
2646,Validation,1440785.7
2647,Train,1462731.93
2648,Validation,1465489.75
2649,Validation,1391580.41
2650,Validation,1377119.45
2651,Train,1298775.8
2652,Validation,1408968.55
2653,Test,1360969.45
2654,Train,1391792.69
2655,Test,1547729.24
2656,Train,1609951.02
2657,Validation,1566712.79
2658,Validation,1365633.53
2659,Train,1300375.76
2660,Validation,1330757.22
2661,Validation,1461718.87
2662,Validation,1318905.53
2663,Validation,1374863.1
2664,Train,1396612.36
2665,Validation,1480289.64
2666,Test,1502078.93
2667,Train,1411835.57
2668,Validation,1974646.78
2669,Test,1484708.38
2670,Train,1713769.06
2671,Validation,1852179.15
2672,Train,2480159.47
2673,Test,1405168.06
2674,Validation,1266570.4
2675,Validation,1182198.7
2676,Train,1237104.73
2677,Validation,1279623.26
2678,Test,1345311.65
2679,Train,1499496.67
2680,Validation,1424720.27
2681,Train,1352470.09
2682,Train,1308977.05
2683,Test,1358816.46
2684,Train,1312849.1
2685,Train,1342254.55
2686,Validation,1327139.35
2687,Test,1631737.68
2688,Validation,1365098.46
2689,Validation,1255087.26
2690,Validation,1285897.24
2691,Test,1405007.44
2692,Validation,1442873.22
2693,Validation,1366937.1
2694,Train,1485540.28
2695,Validation,1450733.29
2696,Validation,1390122.11
2697,Validation,1440263.15
2698,Test,1468350.36
2699,Test,1379652.65
2700,Train,1557120.44
2701,Validation,1321741.35
2702,Train,1317672.92
2703,Validation,1248915.43
2704,Validation,1342123.78
2705,Test,1408907.89
2706,Test,1375101.26
2707,Test,1544653.37
2708,Validation,1542719.87
2709,Validation,1497073.82
2710,Train,1370653.41
2711,Validation,1338572.29
2712,Train,1338299.02
2713,Validation,1408016.1
2714,Validation,1352809.5
2715,Test,1321102.35
2716,Validation,1322117.96
2717,Validation,2401395.47
2718,Test,2109107.9
2719,Train,2161549.76
2720,Validation,1898193.95
2721,Train,2119213.72
2722,Validation,2010974.84
2723,Validation,1951848.43
2724,Validation,1894742.95
2725,Train,2405395.22
2726,Validation,2007796.26
2727,Train,1985784.59
2728,Validation,1878862.42
2729,Validation,1919053.21
2730,Train,2137202.38
2731,Validation,2033211.62
2732,Validation,1893736.9
2733,Train,2065984.95
2734,Validation,2203619.35
2735,Validation,2100489.79
2736,Validation,2091903.63
2737,Validation,1973135.87
2738,Validation,2143676.77
2739,Train,2107285.85
2740,Validation,2031852.16
2741,Test,1900535.9
2742,Test,1955896.59
2743,Validation,1910177.38
2744,Validation,2071022.45
2745,Validation,1975374.56
2746,Test,1946369.57
2747,Validation,2121561.41
2748,Validation,2014954.79
2749,Validation,1948359.78
2750,Validation,1789687.65
2751,Test,1933719.21
2752,Validation,2060389.27
2753,Train,1950676.39
2754,Test,1893955.27
2755,Test,1891816.0
2756,Validation,2184316.64
2757,Validation,2187765.28
2758,Test,2105058.91
2759,Train,2811634.04
2760,Validation,2416051.17
2761,Validation,2752122.08
2762,Validation,2819193.17
2763,Test,3766687.43
2764,Train,1799737.79
2765,Test,1843030.95
2766,Validation,1884345.01
2767,Validation,1781805.66
2768,Validation,1761506.68
2769,Train,2351143.07
2770,Validation,2211388.14
2771,Test,2258616.24
2772,Train,1938608.52
2773,Validation,2143424.61
2774,Validation,1990932.77
2775,Test,1931668.64
2776,Validation,1824711.21
2777,Validation,1927993.09
2778,Test,2027056.39
2779,Validation,2057406.33
2780,Validation,2313861.81
2781,Train,1881788.19
2782,Validation,2090838.44
2783,Validation,2036748.53
2784,Validation,1953416.06
2785,Train,1944433.17
2786,Train,2182246.69
2787,Validation,2135062.04
2788,Test,2065191.27
2789,Validation,1950826.32
2790,Validation,2053165.41
2791,Validation,2123787.79
2792,Train,2039875.75
2793,Train,1950904.84
2794,Test,1858440.92
2795,Test,2189353.63
2796,Validation,2052246.4
2797,Validation,1990017.93
2798,Test,1933577.2
2799,Validation,2141765.98
2800,Train,2050542.56
2801,Train,1979009.46
2802,Train,1888119.7
2803,Test,1945808.26
2804,Validation,2135982.79
2805,Validation,2010107.68
2806,Train,2104241.9
2807,Validation,2065421.52
2808,Validation,2284106.6
2809,Validation,2269975.85
2810,Validation,2169933.82
2811,Validation,2906233.25
2812,Train,2298776.83
2813,Validation,2546123.78
2814,Validation,2762816.65
2815,Validation,3555371.03
2816,Validation,2043245.0
2817,Validation,1964701.94
2818,Test,1911510.64
2819,Validation,1892775.94
2820,Train,1761016.51
2821,Test,2203523.2
2822,Validation,2462978.28
2823,Validation,2309025.16
2824,Validation,2045837.55
2825,Test,2148822.76
2826,Validation,2139265.4
2827,Validation,2064991.71
2828,Validation,1992436.96
2829,Validation,2074721.74
2830,Validation,2565259.92
2831,Validation,2045396.06
2832,Validation,1884427.84
2833,Test,1886503.93
2834,Validation,2163510.89
2835,Validation,2168097.11
2836,Test,2039222.26
2837,Train,2114989.0
2838,Validation,2143126.59
2839,Validation,2231962.13
2840,Test,2165160.29
2841,Train,2060588.69
2842,Test,2055952.61
2843,Train,2358055.3
2844,Validation,2134680.12
2845,Validation,1970170.29
2846,Validation,1911559.1
2847,Test,2094515.71
2848,Validation,2144245.39
2849,Train,2045061.22
2850,Test,2005341.43
2851,Test,2062481.56
2852,Train,2080529.06
2853,Train,2047949.98
2854,Validation,2028587.24
2855,Test,2008350.58
2856,Train,2246411.89
2857,Validation,2162951.36
2858,Test,1999363.49
2859,Train,2031650.55
2860,Test,798593.88
2861,Train,809321.44
2862,Test,867283.25
2863,Validation,749597.24
2864,Validation,747444.32
2865,Test,712312.89
2866,Validation,727070.0
2867,Validation,686497.53
2868,Validation,753664.12
2869,Validation,751181.4
2870,Validation,716026.51
2871,Validation,718780.59
2872,Validation,680532.69
2873,Validation,744969.42
2874,Validation,723559.88
2875,Validation,753361.72
2876,Train,755214.26
2877,Test,806012.48
2878,Validation,784305.55
2879,Validation,785104.29
2880,Test,769848.75
2881,Test,711470.8
2882,Test,714677.47
2883,Test,755098.41
2884,Validation,765823.48
2885,Test,715876.27
2886,Validation,739279.19
2887,Test,793589.18
2888,Train,848873.28
2889,Validation,855882.57
2890,Test,727772.8
2891,Train,674055.81
2892,Validation,684340.86
2893,Validation,671688.06
2894,Validation,677158.39
2895,Train,680579.49
2896,Validation,693412.05
2897,Validation,710668.45
2898,Validation,731756.65
2899,Test,719888.76
2900,Test,735796.38
2901,Validation,756288.89
2902,Validation,1245628.61
2903,Validation,829210.73
2904,Train,943891.64
2905,Validation,1147556.83
2906,Validation,1587257.78
2907,Validation,672903.23
2908,Test,629152.06
2909,Validation,650789.13
2910,Validation,663941.73
2911,Train,649878.29
2912,Validation,596218.24
2913,Validation,771908.51
2914,Validation,884701.92
2915,Validation,768313.85
2916,Train,796277.72
2917,Test,763479.9
2918,Validation,793569.0
2919,Train,753711.32
2920,Train,732056.37
2921,Train,744782.89
2922,Test,768390.05
2923,Train,801302.01
2924,Validation,783250.75
2925,Validation,718898.33
2926,Test,754236.7
2927,Train,744836.56
2928,Validation,744389.81
2929,Test,773878.58
2930,Validation,794397.89
2931,Validation,823220.43
2932,Test,771298.98
2933,Validation,784639.12
2934,Validation,734099.4
2935,Validation,728311.15
2936,Validation,784490.67
2937,Test,751167.12
2938,Validation,783614.89
2939,Validation,776933.37
2940,Train,855546.5
2941,Test,821127.53
2942,Train,705557.8
2943,Validation,653989.65
2944,Validation,653525.84
2945,Validation,681913.29
2946,Train,651970.48
2947,Validation,663452.46
2948,Validation,671379.44
2949,Test,729036.06
2950,Validation,738812.0
2951,Test,767358.37
2952,Test,757369.87
2953,Validation,737014.09
2954,Train,1219263.4
2955,Test,793184.25
2956,Validation,897747.13
2957,Test,1027584.51
2958,Validation,1384552.17
2959,Validation,804362.36
2960,Test,640181.86
2961,Validation,631181.25
2962,Validation,651178.2
2963,Test,611258.71
2964,Validation,680725.43
2965,Validation,770652.79
2966,Train,834663.52
2967,Validation,747099.07
2968,Validation,764385.4
2969,Train,755084.4
2970,Test,767338.32
2971,Train,729759.97
2972,Validation,724798.76
2973,Validation,761956.58
2974,Validation,769319.04
2975,Validation,734858.91
2976,Validation,674829.58
2977,Test,697645.32
2978,Validation,649945.54
2979,Validation,700554.16
2980,Train,722891.24
2981,Validation,695439.83
2982,Validation,707895.72
2983,Validation,727049.04
2984,Validation,735870.0
2985,Validation,716341.39
2986,Validation,693013.59
2987,Validation,668132.36
2988,Validation,691200.33
2989,Train,677789.14
2990,Validation,693785.85
2991,Test,700272.01
2992,Test,751963.81
2993,Train,802003.61
2994,Validation,763867.59
2995,Test,642827.29
2996,Test,628494.63
2997,Test,667151.46
2998,Train,647097.65
2999,Train,651768.91
3000,Train,653043.44
3001,Validation,641368.14
3002,Test,675202.87
3003,Test,1033017.37
3004,Train,1022571.25
3005,Train,988467.61
3006,Test,899761.48
3007,Validation,1009201.24
3008,Validation,967187.37
3009,Validation,966145.09
3010,Test,1012075.12
3011,Test,1177340.99
3012,Test,1033171.07
3013,Validation,1000968.67
3014,Train,969594.47
3015,Validation,977683.06
3016,Validation,1052973.28
3017,Test,973585.33
3018,Validation,979977.89
3019,Validation,1103740.4
3020,Validation,1095539.13
3021,Test,1061196.47
3022,Validation,1052895.25
3023,Validation,1095020.33
3024,Validation,1120259.71
3025,Validation,1092654.26
3026,Test,988392.99
3027,Validation,974123.2
3028,Validation,970773.64
3029,Validation,1010326.14
3030,Validation,993097.43
3031,Train,1017045.44
3032,Validation,1081420.96
3033,Validation,1074535.88
3034,Test,924174.4
3035,Validation,918285.97
3036,Validation,902779.25
3037,Train,905987.17
3038,Train,1015051.62
3039,Validation,954401.46
3040,Validation,960998.52
3041,Validation,1025766.27
3042,Validation,1006888.16
3043,Train,1043698.64
3044,Test,985896.44
3045,Validation,1564502.26
3046,Train,1230514.58
3047,Validation,1367202.84
3048,Validation,1527682.99
3049,Test,1962445.04
3050,Validation,774262.28
3051,Train,873954.7
3052,Train,807535.52
3053,Test,855001.02
3054,Train,799369.15
3055,Test,946060.98
3056,Train,1009206.33
3057,Validation,975964.86
3058,Test,911245.43
3059,Validation,997353.15
3060,Validation,944587.23
3061,Validation,926427.12
3062,Validation,933528.39
3063,Test,951588.37
3064,Validation,969046.69
3065,Validation,1008557.04
3066,Validation,1152781.9
3067,Validation,926133.8
3068,Validation,1032076.06
3069,Validation,1001558.74
3070,Validation,970307.83
3071,Validation,1021568.34
3072,Validation,1125169.92
3073,Validation,1060868.49
3074,Validation,1042454.61
3075,Validation,1012584.2
3076,Validation,1077491.68
3077,Train,1017050.65
3078,Train,961953.57
3079,Train,964683.8
3080,Validation,944958.69
3081,Validation,983232.96
3082,Train,991779.2
3083,Train,973004.91
3084,Validation,1181815.31
3085,Test,912762.76
3086,Validation,1004434.54
3087,Train,937420.65
3088,Validation,899834.75
3089,Validation,953314.16
3090,Train,993436.67
3091,Train,944337.32
3092,Train,981567.22
3093,Validation,1099351.68
3094,Test,1106575.59
3095,Train,1051740.29
3096,Validation,1007579.44
3097,Validation,1535857.49
3098,Validation,1167621.14
3099,Validation,1308967.44
3100,Validation,1453153.33
3101,Test,1863195.68
3102,Train,982661.14
3103,Validation,895358.2
3104,Validation,855437.57
3105,Validation,897027.44
3106,Validation,786459.23
3107,Test,958487.75
3108,Validation,1034448.07
3109,Test,1004749.41
3110,Validation,912958.95
3111,Validation,974866.65
3112,Validation,991127.01
3113,Test,966780.01
3114,Validation,992774.4
3115,Validation,965769.93
3116,Validation,1197489.66
3117,Train,939118.24
3118,Validation,1000342.87
3119,Test,922539.94
3120,Validation,1005083.31
3121,Test,997868.63
3122,Validation,986612.02
3123,Validation,1047297.38
3124,Validation,1102857.37
3125,Test,1061134.37
3126,Validation,1061219.19
3127,Test,1112449.3
3128,Validation,1053881.78
3129,Validation,1097786.14
3130,Validation,971361.38
3131,Validation,991969.37
3132,Validation,925731.21
3133,Test,1007257.83
3134,Validation,973812.79
3135,Validation,981273.26
3136,Validation,1060906.75
3137,Validation,1022270.86
3138,Validation,996628.8
3139,Test,918049.28
3140,Validation,921612.53
3141,Validation,976479.51
3142,Validation,1009887.36
3143,Validation,1004039.84
3144,Train,978027.95
3145,Validation,1094422.69
3146,Train,1364721.58
3147,Validation,1380892.08
3148,Validation,1319588.04
3149,Test,1198709.65
3150,Test,1311175.93
3151,Validation,1408082.96
3152,Validation,1229008.32
3153,Train,1310701.8
3154,Test,1556627.62
3155,Train,1264434.7
3156,Validation,1288823.72
3157,Train,1315023.08
3158,Validation,1259414.52
3159,Validation,1365552.28
3160,Train,1303055.09
3161,Test,1327424.28
3162,Validation,1571158.56
3163,Train,1514435.51
3164,Train,1439432.06
3165,Train,1507708.93
3166,Test,1415204.88
3167,Validation,1549113.18
3168,Train,1417535.78
3169,Test,1413124.11
3170,Validation,1333634.45
3171,Train,1319773.55
3172,Train,1417013.07
3173,Validation,1346345.97
3174,Validation,1439901.05
3175,Validation,1584623.36
3176,Validation,1405119.23
3177,Validation,1272842.85
3178,Validation,1159132.58
3179,Train,1099055.65
3180,Validation,1129909.44
3181,Train,1179851.68
3182,Validation,1119809.71
3183,Validation,1147503.92
3184,Validation,1112871.23
3185,Validation,1203119.96
3186,Validation,1387953.75
3187,Validation,1314994.32
3188,Validation,2072685.05
3189,Validation,1617025.41
3190,Validation,1872365.99
3191,Validation,2238573.48
3192,Validation,2734277.1
3193,Validation,1169773.85
3194,Test,1122034.48
3195,Train,1016756.1
3196,Test,1110706.06
3197,Validation,1083657.61
3198,Validation,1159438.53
3199,Train,1249786.4
3200,Validation,1369971.57
3201,Validation,1206917.2
3202,Train,1301185.28
3203,Test,1042043.55
3204,Validation,1203682.62
3205,Train,1148624.83
3206,Test,1182694.95
3207,Test,1248901.98
3208,Test,1263680.51
3209,Validation,1447301.24
3210,Validation,1173307.4
3211,Validation,1359921.13
3212,Train,1254914.87
3213,Test,1337617.55
3214,Test,1361945.18
3215,Validation,1562161.97
3216,Validation,1447028.06
3217,Test,1470520.83
3218,Train,1434036.18
3219,Validation,1492507.44
3220,Test,1379488.05
3221,Test,1360520.56
3222,Validation,1362144.0
3223,Validation,1319767.55
3224,Validation,1416344.68
3225,Validation,1380952.05
3226,Validation,1453416.53
3227,Validation,1637266.29
3228,Validation,1464295.69
3229,Train,1423289.9
3230,Validation,1253329.17
3231,Test,1289082.81
3232,Validation,1275597.85
3233,Train,1463501.99
3234,Validation,1257778.34
3235,Test,1441032.59
3236,Validation,1407191.96
3237,Validation,1428436.33
3238,Train,1436940.78
3239,Validation,1345631.96
3240,Test,2057059.53
3241,Validation,1552886.59
3242,Validation,1841173.6
3243,Validation,2173621.2
3244,Validation,2587953.32
3245,Test,1213486.95
3246,Validation,1150662.55
3247,Train,1031451.35
3248,Test,1146992.13
3249,Validation,1037476.38
3250,Train,1261872.67
3251,Validation,1358444.07
3252,Validation,1365546.69
3253,Train,1272948.27
3254,Validation,1322852.2
3255,Validation,1292724.9
3256,Validation,1258364.31
3257,Validation,1288154.1
3258,Validation,1261964.96
3259,Validation,1604605.69
3260,Validation,1231752.54
3261,Train,1287899.41
3262,Validation,1277758.76
3263,Test,1317379.68
3264,Test,1321914.34
3265,Validation,1332952.47
3266,Train,1552934.64
3267,Validation,1476144.34
3268,Test,1568048.54
3269,Train,1543667.68
3270,Test,1522042.57
3271,Validation,1451782.16
3272,Validation,1545370.16
3273,Train,1384921.63
3274,Validation,1381339.23
3275,Validation,1322932.36
3276,Validation,1416926.31
3277,Test,1436311.76
3278,Validation,1510131.45
3279,Test,1702220.96
3280,Validation,1577468.78
3281,Validation,1427162.26
3282,Validation,1279041.64
3283,Validation,1338627.55
3284,Validation,1319035.06
3285,Test,1464616.59
3286,Test,1412925.25
3287,Validation,1363155.77
3288,Test,1347454.59
3289,Validation,1388725.63
3290,Validation,1414107.1
3291,Validation,1385362.49
3292,Train,1158722.74
3293,Validation,1412387.37
3294,Validation,1309340.16
3295,Train,1222511.29
3296,Validation,1258311.56
3297,Test,1478321.26
3298,Test,1379579.63
3299,Validation,1268266.72
3300,Validation,1264117.01
3301,Validation,1259877.19
3302,Validation,1409705.03
3303,Test,1346783.35
3304,Train,1283482.85
3305,Train,1473868.15
3306,Validation,1566668.91
3307,Test,1375458.21
3308,Test,1354168.18
3309,Validation,1399073.75
3310,Train,1563387.94
3311,Test,1665502.55
3312,Validation,1418697.05
3313,Test,1333740.35
3314,Train,1387517.63
3315,Test,1442819.28
3316,Validation,1384243.75
3317,Test,1375307.54
3318,Validation,1350059.35
3319,Test,1366381.6
3320,Validation,1474498.59
3321,Validation,1273295.46
3322,Validation,1169413.27
3323,Validation,1215273.2
3324,Validation,1361944.94
3325,Validation,1300806.74
3326,Test,1234875.33
3327,Validation,1244925.94
3328,Test,1285358.01
3329,Train,1312877.01
3330,Validation,1277150.6
3331,Validation,1779276.51
3332,Validation,1413302.7
3333,Validation,1593012.75
3334,Validation,1663525.77
3335,Validation,2386015.75
3336,Test,1208600.05
3337,Validation,1178641.71
3338,Train,1167740.2
3339,Validation,1107170.39
3340,Validation,1126921.34
3341,Validation,1225182.04
3342,Train,1341240.62
3343,Validation,1360150.12
3344,Validation,1235121.33
3345,Train,1346994.53
3346,Train,1253218.7
3347,Train,1168397.26
3348,Validation,1158693.12
3349,Train,1163803.3
3350,Train,1273670.32
3351,Validation,1245576.65
3352,Train,1372484.9
3353,Validation,1197761.17
3354,Validation,1339630.35
3355,Validation,1311950.16
3356,Validation,1234281.7
3357,Validation,1311153.72
3358,Test,1554837.62
3359,Train,1373841.91
3360,Validation,1320359.23
3361,Test,1304850.67
3362,Test,1445596.61
3363,Validation,1567340.07
3364,Validation,1356938.95
3365,Validation,1357672.24
3366,Validation,1310973.06
3367,Train,1417616.81
3368,Validation,1402818.01
3369,Train,1352039.88
3370,Test,1402372.09
3371,Train,1196105.44
3372,Validation,1527455.19
3373,Validation,1227535.97
3374,Train,1232376.49
3375,Test,1246242.61
3376,Validation,1405914.39
3377,Test,1333315.03
3378,Validation,1283563.43
3379,Validation,1307142.75
3380,Train,1385860.38
3381,Validation,1425078.59
3382,Test,1297535.69
3383,Test,1761235.67
3384,Validation,1335647.1
3385,Validation,1529615.54
3386,Validation,1624994.43
3387,Validation,2168344.23
3388,Train,1363973.16
3389,Validation,1251581.89
3390,Validation,1155594.2
3391,Validation,1151993.85
3392,Validation,1057290.41
3393,Test,1249696.97
3394,Validation,1403460.87
3395,Validation,1326370.08
3396,Validation,1303233.15
3397,Validation,1213994.39
3398,Test,1325835.7
3399,Validation,1239299.12
3400,Validation,1221723.94
3401,Validation,1230106.13
3402,Train,1524734.29
3403,Validation,1285783.87
3404,Validation,1208654.4
3405,Validation,1194334.65
3406,Test,1306551.71
3407,Test,1355391.79
3408,Validation,1298809.8
3409,Validation,1407897.57
3410,Validation,1467722.19
3411,Validation,1406313.13
3412,Test,1364445.98
3413,Test,1434709.63
3414,Validation,1428869.9
3415,Validation,1645097.75
3416,Validation,1405475.78
3417,Train,1394299.0
3418,Validation,1307339.14
3419,Validation,1440374.13
3420,Train,1497054.81
3421,Validation,1397970.54
3422,Validation,1303726.54
3423,Train,1344558.92
3424,Test,1477134.75
3425,Validation,1242909.53
3426,Validation,1261158.47
3427,Validation,1259278.36
3428,Train,1416720.54
3429,Train,1416301.17
3430,Validation,1255414.84
3431,Validation,1307182.29
3432,Validation,677231.63
3433,Test,583364.02
3434,Validation,676260.67
3435,Train,628516.57
3436,Validation,665750.06
3437,Test,660619.99
3438,Train,659795.84
3439,Validation,696687.6
3440,Validation,822486.37
3441,Test,712647.97
3442,Validation,715311.6
3443,Train,694531.72
3444,Train,706924.02
3445,Train,724468.97
3446,Validation,698073.95
3447,Validation,704113.22
3448,Validation,792442.54
3449,Train,764155.44
3450,Train,737163.2
3451,Validation,780444.94
3452,Train,737569.14
3453,Validation,759407.87
3454,Train,719591.13
3455,Train,726997.84
3456,Validation,665290.93
3457,Train,682124.34
3458,Test,699464.43
3459,Validation,686072.39
3460,Validation,724499.81
3461,Validation,711461.95
3462,Validation,685700.08
3463,Test,655811.95
3464,Validation,628989.88
3465,Validation,607819.33
3466,Validation,658640.14
3467,Validation,674283.86
3468,Validation,616094.72
3469,Train,661644.19
3470,Validation,674458.03
3471,Validation,696314.53
3472,Train,713250.08
3473,Validation,718056.73
3474,Train,1115240.61
3475,Validation,885572.96
3476,Validation,964729.18
3477,Validation,1047707.59
3478,Validation,1295391.19
3479,Train,623092.54
3480,Validation,558794.63
3481,Validation,572360.83
3482,Validation,568093.57
3483,Train,600448.69
3484,Train,639830.45
3485,Validation,615666.78
3486,Train,634637.03
3487,Test,570816.34
3488,Validation,640912.18
3489,Validation,599828.39
3490,Validation,603393.64
3491,Test,616324.24
3492,Train,618377.79
3493,Train,648606.13
3494,Train,674562.45
3495,Train,756588.42
3496,Validation,649245.0
3497,Train,659446.55
3498,Validation,684783.15
3499,Test,677971.33
3500,Validation,718373.94
3501,Validation,737551.74
3502,Validation,740259.63
3503,Train,717373.43
3504,Test,699270.1
3505,Train,706206.86
3506,Train,698529.64
3507,Validation,680510.23
3508,Validation,670854.96
3509,Test,668390.82
3510,Validation,679706.01
3511,Train,667130.48
3512,Validation,688958.75
3513,Test,726422.55
3514,Validation,699779.0
3515,Validation,673248.48
3516,Train,628720.46
3517,Validation,620885.93
3518,Train,639160.24
3519,Validation,671522.87
3520,Train,646915.47
3521,Validation,690675.5
3522,Validation,724443.97
3523,Test,718393.61
3524,Validation,719235.07
3525,Validation,728525.6
3526,Validation,1116211.39
